timestamp,merchant,amount,city,state,pred_category,category
2019-07-01 00:08:00,fraud_bernhard inc,43.88,Pembroke Township,IL,gas_transport,gas_transport
2019-07-01 00:09:00,fraud_cummings llc,55.16,Westport,KY,gas_transport,gas_transport
2019-07-01 00:10:00,fraud_lehner mosciski and king,594.19,Hudson,KS,misc_net,misc_net
2019-07-01 00:11:00,fraud_ledner pfannerstill,80.5,Valentine,NE,gas_transport,gas_transport
2019-07-01 00:12:00,fraud_beier llc,6.62,New Waverly,TX,entertainment,entertainment
2019-07-01 00:12:00,fraud_lind huel and mcclure,52.4,Lawrence,MA,gas_transport,gas_transport
2019-07-01 00:12:00,fraud_brekke and sons,55.41,Center Point,WV,gas_transport,gas_transport
2019-07-01 00:12:00,fraud_bernhard inc,67.33,Avoca,IA,gas_transport,gas_transport
2019-07-01 00:13:00,fraud_koepp parker,95.66,Heart Butte,MT,grocery_pos,grocery_pos
2019-07-01 00:13:00,fraud_cummings llc,36.55,Naples,FL,gas_transport,gas_transport
2019-07-01 00:14:00,fraud_bernier volkman and hoeger,4.01,North Haverhill,NH,misc_net,misc_net
2019-07-01 00:15:00,fraud_deckow o conner,179.3,Baroda,MI,grocery_pos,grocery_pos
2019-07-01 00:15:00,fraud_schroeder hauck and treutel,98.23,Greenwich,NJ,entertainment,entertainment
2019-07-01 00:15:00,fraud_cummerata jones,66.78,Oxford,MI,gas_transport,gas_transport
2019-07-01 00:15:00,fraud_heathcote yost and kertzmann,78.73,Bristow,IN,shopping_net,shopping_net
2019-07-01 00:15:00,fraud_gerlach inc,2.57,Roseland,NE,shopping_net,shopping_net
2019-07-01 00:16:00,fraud_reichert huels and hoppe,6.66,Garrattsville,NY,shopping_net,shopping_net
2019-07-01 00:16:00,fraud_thiel plc,330.74,Watertown,MN,misc_pos,misc_pos
2019-07-01 00:16:00,fraud_hermann gaylord,24.84,Coleman,TX,misc_pos,misc_pos
2019-07-01 00:16:00,fraud_daugherty pouros and beahan,9.46,Burke,VA,shopping_pos,shopping_pos
2019-07-01 00:17:00,fraud_connelly reichert and fritsch,83.69,Birmingham,IA,gas_transport,gas_transport
2019-07-01 00:18:00,fraud_ankunding llc,449.53,Andrews,IN,shopping_net,shopping_net
2019-07-01 00:18:00,fraud_klocko llc,8.31,Saint Francis,KY,misc_net,misc_net
2019-07-01 00:19:00,fraud_huel hammes and witting,53.65,Glendale,CA,grocery_pos,grocery_pos
2019-07-01 00:19:00,fraud_reichert shanahan and hayes,288.76,Ashford,WA,shopping_net,shopping_net
2019-07-01 00:19:00,fraud_grimes llc,41.1,Paulding,OH,entertainment,entertainment
2019-07-01 00:19:00,fraud_berge llc,73.2,Dunlevy,PA,gas_transport,gas_transport
2019-07-01 00:20:00,fraud_roob llc,94.15,Belgrade,MT,grocery_net,grocery_net
2019-07-01 00:20:00,fraud_greenholt jacobi and gleason,47.26,Shenandoah Junction,WV,gas_transport,gas_transport
2019-07-01 00:20:00,fraud_kilback llc,134.79,Uledi,PA,grocery_pos,grocery_pos
2019-07-01 00:20:00,fraud_cartwright harris,174.22,Tupper Lake,NY,grocery_pos,grocery_pos
2019-07-01 00:20:00,fraud_connelly reichert and fritsch,100.63,Topeka,KS,gas_transport,gas_transport
2019-07-01 00:22:00,fraud_hackett lueilwitz,115.95,Prairie Hill,TX,grocery_pos,grocery_pos
2019-07-01 00:23:00,fraud_jast and sons,48.12,Farmington,NY,food_dining,food_dining
2019-07-01 00:23:00,fraud_cummerata jones,58.53,Cleveland,TX,gas_transport,gas_transport
2019-07-01 00:24:00,fraud_goldner kovacek and abbott,194.52,Indianapolis,IN,grocery_pos,grocery_pos
2019-07-01 00:24:00,fraud_fisher schowalter,22.02,Barnstable,MA,shopping_net,shopping_net
2019-07-01 00:25:00,fraud_heller abshire,90.52,Walnut Ridge,AR,grocery_net,grocery_net
2019-07-01 00:25:00,fraud_osinski ledner and leuschke,108.53,Palmyra,NY,grocery_pos,grocery_pos
2019-07-01 00:25:00,fraud_cummings llc,52.41,Heiskell,TN,gas_transport,gas_transport
2019-07-01 00:26:00,fraud_towne greenholt and koepp,97.72,Elkhart,IA,shopping_net,shopping_net
2019-07-01 00:26:00,fraud_pfeffer and sons,363.15,Fulton,SD,grocery_net,shopping_pos
2019-07-01 00:26:00,fraud_dubuque llc,159.76,Tupper Lake,NY,grocery_pos,grocery_pos
2019-07-01 00:27:00,fraud_bins rice,70.66,Beaverdam,OH,gas_transport,gas_transport
2019-07-01 00:28:00,fraud_bernier streich and jewess,48.91,Burlington,WA,grocery_net,grocery_net
2019-07-01 00:29:00,fraud_baumbach hodkiewicz and walsh,5.32,Montrose,NY,shopping_pos,shopping_pos
2019-07-01 00:30:00,fraud_corwin collins,84.19,Indianapolis,IN,gas_transport,gas_transport
2019-07-01 00:30:00,fraud_williamson llc,1.58,Corriganville,MD,misc_pos,misc_pos
2019-07-01 00:30:00,fraud_schmeler inc,5.74,Randolph,OH,misc_pos,misc_pos
2019-07-01 00:30:00,fraud_huels hahn,91.52,Alpharetta,GA,gas_transport,gas_transport
2019-07-01 00:30:00,fraud_murray smitham,78.85,Washington Court House,OH,grocery_pos,grocery_pos
2019-07-01 00:32:00,fraud_parisian and sons,54.34,East Canaan,CT,gas_transport,gas_transport
2019-07-01 00:32:00,fraud_wintheiser dietrich and schimmel,8.53,Tulsa,OK,misc_pos,misc_pos
2019-07-01 00:32:00,fraud_padberg welch,96.29,Notrees,TX,grocery_pos,grocery_pos
2019-07-01 00:32:00,fraud_stoltenberg beatty,3.61,Eureka,IL,shopping_pos,shopping_pos
2019-07-01 00:32:00,fraud_parisian and sons,83.34,Methuen,MA,gas_transport,gas_transport
2019-07-01 00:32:00,fraud_huel langworth,3.14,Moulton,IA,misc_net,misc_net
2019-07-01 00:33:00,fraud_o keefe hudson,40.5,Warren,MI,grocery_pos,grocery_pos
2019-07-01 00:33:00,fraud_fisher inc,35.37,Meredith,CO,shopping_net,shopping_net
2019-07-01 00:33:00,fraud_prohaska murray,51.85,Holliday,TX,gas_transport,gas_transport
2019-07-01 00:33:00,fraud_mccullough llc,153.23,Delhi,LA,misc_pos,misc_pos
2019-07-01 00:34:00,fraud_kutch hermiston and farrell,121.02,Phil Campbell,AL,gas_transport,gas_transport
2019-07-01 00:34:00,fraud_pouros conroy,145.52,Oaks,PA,shopping_pos,shopping_pos
2019-07-01 00:34:00,fraud_bogisich inc,107.36,Oak Hill,NY,grocery_pos,grocery_pos
2019-07-01 00:35:00,fraud_okuneva schneider and rau,1.68,Oxford,MI,shopping_pos,shopping_pos
2019-07-01 00:37:00,fraud_erdman kertzmann,78.19,Dallas,TX,gas_transport,gas_transport
2019-07-01 00:37:00,fraud_robel cummerata and prosacco,36.22,Clayton,OK,gas_transport,gas_transport
2019-07-01 00:37:00,fraud_friesen stamm,52.54,University,MS,gas_transport,gas_transport
2019-07-01 00:38:00,fraud_koelpin and sons,5.26,Minneapolis,MN,misc_net,misc_net
2019-07-01 00:38:00,fraud_rodriguez group,54.55,Esbon,KS,gas_transport,gas_transport
2019-07-01 00:39:00,fraud_heller abshire,80.87,Lubbock,TX,grocery_net,grocery_net
2019-07-01 00:39:00,fraud_corwin collins,77.51,Dunlevy,PA,gas_transport,gas_transport
2019-07-01 00:40:00,fraud_dibbert and sons,12.31,Marietta,SC,entertainment,entertainment
2019-07-01 00:40:00,fraud_hills olson,22.85,Southfield,MI,grocery_net,grocery_net
2019-07-01 00:40:00,fraud_christiansen goyette and schamberger,67.77,Orient,WA,gas_transport,gas_transport
2019-07-01 00:40:00,fraud_cummings llc,61.48,Muskegon,MI,gas_transport,gas_transport
2019-07-01 00:42:00,fraud_bahringer osinski and block,34.94,West Long Branch,NJ,food_dining,food_dining
2019-07-01 00:42:00,fraud_koepp witting,80.17,Hannawa Falls,NY,grocery_pos,grocery_pos
2019-07-01 00:43:00,fraud_flatley durgan,265.35,Farmington,NY,misc_net,misc_net
2019-07-01 00:43:00,fraud_hills olson,89.86,Phenix City,AL,grocery_net,grocery_net
2019-07-01 00:46:00,fraud_conroy cruickshank,61.89,Armagh,PA,gas_transport,gas_transport
2019-07-01 00:46:00,fraud_bogisich inc,29.5,Jackson,MS,grocery_pos,grocery_pos
2019-07-01 00:47:00,fraud_flatley durgan,4.13,Barnstable,MA,misc_net,misc_net
2019-07-01 00:47:00,fraud_schamberger o keefe,147.96,Cecilton,MD,grocery_pos,grocery_pos
2019-07-01 00:48:00,fraud_koss and sons,86.43,Elizabethtown,KY,gas_transport,gas_transport
2019-07-01 00:48:00,fraud_strosin cruickshank,57.01,Heiskell,TN,grocery_pos,grocery_pos
2019-07-01 00:49:00,fraud_flatley group,5.5,Luray,MO,misc_pos,misc_pos
2019-07-01 00:49:00,fraud_moen reinger and murphy,108.38,Norwalk,OH,grocery_pos,grocery_pos
2019-07-01 00:51:00,fraud_schaefer maggio and daugherty,87.89,Ridgeland,MS,gas_transport,gas_transport
2019-07-01 00:51:00,fraud_kuhic inc,119.55,Hurley,SD,grocery_pos,grocery_pos
2019-07-01 00:52:00,fraud_labadie treutel and bode,8.92,Union,WV,shopping_net,shopping_net
2019-07-01 00:53:00,fraud_tillman dickinson and labadie,84.78,North Augusta,SC,gas_transport,gas_transport
2019-07-01 00:53:00,fraud_mcdermott weimann,108.16,Delhi,LA,grocery_pos,grocery_pos
2019-07-01 00:53:00,fraud_dach nader,58.57,Lowville,NY,misc_net,misc_net
2019-07-01 00:54:00,fraud_romaguera cruickshank and greenholt,4.5,Santa Monica,CA,shopping_net,shopping_net
2019-07-01 00:54:00,fraud_kunze inc,122.68,Ashfield,MA,grocery_pos,grocery_pos
2019-07-01 00:55:00,fraud_marks inc,69.81,Coleharbor,ND,gas_transport,gas_transport
2019-07-01 00:56:00,fraud_stroman hudson and erdman,65.29,Altair,TX,gas_transport,gas_transport
2019-07-01 00:56:00,fraud_bernier volkman and hoeger,128.45,Boonton,NJ,misc_net,misc_net
2019-07-01 00:56:00,fraud_kling grant,77.79,Cleveland,AL,grocery_net,grocery_net
2019-07-01 00:56:00,fraud_lockman ltd,101.29,Holliday,TX,grocery_pos,grocery_pos
2019-07-01 00:57:00,fraud_bins balistreri and beatty,4.77,Honokaa,HI,shopping_pos,shopping_pos
2019-07-01 00:58:00,fraud_hudson grady,509.99,Cascade Locks,OR,shopping_pos,shopping_pos
2019-07-01 00:58:00,fraud_eichmann bogan and rodriguez,68.5,Monitor,WA,gas_transport,gas_transport
2019-07-01 00:58:00,fraud_rutherford mertz,109.19,Monmouth Beach,NJ,grocery_pos,grocery_pos
2019-07-01 01:00:00,fraud_murray smitham,81.74,New Waverly,TX,grocery_pos,grocery_pos
2019-07-01 01:00:00,fraud_huels hahn,61.92,Christine,ND,gas_transport,gas_transport
2019-07-01 01:00:00,fraud_conroy cruickshank,88.6,Lakeland,FL,gas_transport,gas_transport
2019-07-01 01:02:00,fraud_simonis prohaska,5.61,Los Angeles,CA,misc_pos,misc_pos
2019-07-01 01:03:00,fraud_heathcote llc,1.53,Heislerville,NJ,shopping_net,shopping_net
2019-07-01 01:03:00,fraud_boyer plc,282.57,Port Saint Lucie,FL,misc_pos,misc_pos
2019-07-01 01:03:00,fraud_barton inc,105.94,Sunflower,MS,grocery_pos,grocery_pos
2019-07-01 01:04:00,fraud_hermann and sons,328.23,Mesa,ID,shopping_pos,shopping_pos
2019-07-01 01:05:00,fraud_donnelly plc,327.33,Henderson,WV,misc_net,misc_net
2019-07-01 01:05:00,fraud_raynor reinger and hagenes,84.92,Saint Petersburg,FL,gas_transport,gas_transport
2019-07-01 01:05:00,fraud_connelly reichert and fritsch,50.44,Westerville,NE,gas_transport,gas_transport
2019-07-01 01:06:00,fraud_tillman fritsch and schmitt,1.26,Lanark Village,FL,misc_net,misc_net
2019-07-01 01:07:00,fraud_nienow plc,2.28,Vienna,GA,entertainment,entertainment
2019-07-01 01:07:00,fraud_koepp witting,90.02,Hurley,SD,grocery_pos,grocery_pos
2019-07-01 01:07:00,fraud_reilly heaney and cole,103.83,Greenbush,VA,gas_transport,gas_transport
2019-07-01 01:07:00,fraud_greenfelder bartoletti and davis,86.9,Sebring,FL,misc_net,misc_net
2019-07-01 01:08:00,fraud_lind huel and mcclure,81.98,Hurley,SD,gas_transport,gas_transport
2019-07-01 01:08:00,fraud_schamberger o keefe,195.95,Bauxite,AR,grocery_pos,grocery_pos
2019-07-01 01:08:00,fraud_kutch group,44.2,Rock Springs,WY,grocery_net,grocery_net
2019-07-01 01:09:00,fraud_lockman west and runte,114.49,Arcadia,MI,grocery_pos,grocery_pos
2019-07-01 01:09:00,fraud_deckow o conner,106.82,Nazareth,TX,grocery_pos,grocery_pos
2019-07-01 01:09:00,fraud_kuvalis ltd,78.75,Highland,IN,gas_transport,gas_transport
2019-07-01 01:11:00,fraud_hackett lueilwitz,226.4,Baton Rouge,LA,grocery_pos,grocery_pos
2019-07-01 01:11:00,fraud_quitzon green and bashirian,8.38,Mooresville,NC,shopping_pos,shopping_pos
2019-07-01 01:11:00,fraud_kilback llc,41.83,Crownpoint,NM,grocery_pos,grocery_pos
2019-07-01 01:11:00,fraud_block parisian,13.65,Llano,NM,misc_net,misc_net
2019-07-01 01:12:00,fraud_flatley durgan,2.81,Munith,MI,misc_net,misc_net
2019-07-01 01:12:00,fraud_corwin collins,47.4,Clifton,SC,gas_transport,gas_transport
2019-07-01 01:13:00,fraud_padberg welch,80.84,Elkhart,IA,grocery_pos,grocery_pos
2019-07-01 01:13:00,fraud_turner ruecker and parisian,4.81,Diamond,OH,misc_pos,misc_pos
2019-07-01 01:14:00,fraud_bartoletti wunsch,77.26,Stephensport,KY,gas_transport,gas_transport
2019-07-01 01:14:00,fraud_zboncak rowe and murazik,100.08,Manderson,SD,shopping_net,shopping_net
2019-07-01 01:14:00,fraud_kuphal predovic,13.79,Ratcliff,TX,misc_net,misc_net
2019-07-01 01:14:00,fraud_runolfsson and sons,78.67,Eugene,OR,grocery_net,grocery_net
2019-07-01 01:15:00,fraud_schaefer mcglynn and bosco,80.63,Newhall,CA,gas_transport,gas_transport
2019-07-01 01:15:00,fraud_emard inc,70.62,Benton,WI,gas_transport,gas_transport
2019-07-01 01:15:00,fraud_kuhic inc,115.95,Lahoma,OK,grocery_pos,grocery_pos
2019-07-01 01:15:00,fraud_swaniawski bahringer and ledner,52.74,Joliet,IL,grocery_net,grocery_net
2019-07-01 01:16:00,fraud_spencer runolfsson,87.56,Meredith,CO,misc_pos,misc_pos
2019-07-01 01:16:00,fraud_yost block and koepp,35.75,Beaverdam,OH,misc_pos,misc_pos
2019-07-01 01:16:00,fraud_friesen d amore,97.2,Independence,MO,gas_transport,gas_transport
2019-07-01 01:17:00,fraud_zemlak group,2.7,Greenwich,NJ,misc_net,misc_net
2019-07-01 01:17:00,fraud_bins balistreri and beatty,8.15,Utica,KS,shopping_pos,shopping_pos
2019-07-01 01:17:00,fraud_berge llc,85.88,Cochranton,PA,gas_transport,gas_transport
2019-07-01 01:19:00,fraud_raynor reinger and hagenes,57.42,San Diego,CA,gas_transport,gas_transport
2019-07-01 01:19:00,fraud_nitzsche kessler and wolff,9.66,Camden,NY,shopping_pos,shopping_pos
2019-07-01 01:20:00,fraud_jenkins hauck and friesen,44.9,Greenbush,VA,gas_transport,gas_transport
2019-07-01 01:21:00,fraud_denesik and sons,3.55,Harmony,PA,shopping_pos,shopping_pos
2019-07-01 01:22:00,fraud_cole plc,150.83,Monetta,SC,grocery_pos,grocery_pos
2019-07-01 01:22:00,fraud_adams kovacek and kuhlman,32.69,Crownpoint,NM,grocery_net,grocery_net
2019-07-01 01:24:00,fraud_wolf inc,128.63,Cressona,PA,grocery_pos,grocery_pos
2019-07-01 01:25:00,fraud_terry huel,85.45,Collettsville,NC,shopping_net,shopping_net
2019-07-01 01:25:00,fraud_connelly reichert and fritsch,76.2,Tomahawk,WI,gas_transport,gas_transport
2019-07-01 01:26:00,fraud_hudson ratke,85.35,Nobleboro,ME,grocery_pos,grocery_pos
2019-07-01 01:27:00,fraud_conroy cruickshank,52.74,Newton,NH,gas_transport,gas_transport
2019-07-01 01:27:00,fraud_streich hansen and veum,76.28,Kensington,MD,gas_transport,gas_transport
2019-07-01 01:27:00,fraud_kling inc,49.55,Bagley,WI,gas_transport,gas_transport
2019-07-01 01:28:00,fraud_hudson ratke,201.36,Manistique,MI,grocery_pos,grocery_pos
2019-07-01 01:28:00,fraud_greenfelder bartoletti and davis,55.93,Garrattsville,NY,misc_net,misc_net
2019-07-01 01:28:00,fraud_zieme bode and dooley,77.83,Norman,AR,gas_transport,gas_transport
2019-07-01 01:29:00,fraud_bartoletti wunsch,75.37,Bessemer,AL,gas_transport,gas_transport
2019-07-01 01:29:00,fraud_kling inc,66.18,West Hartford,VT,gas_transport,gas_transport
2019-07-01 01:29:00,fraud_herman inc,22.61,Pewee Valley,KY,misc_pos,misc_pos
2019-07-01 01:30:00,fraud_schuppe llc,31.26,San Diego,CA,entertainment,entertainment
2019-07-01 01:31:00,fraud_padberg welch,128.96,East Andover,ME,grocery_pos,grocery_pos
2019-07-01 01:32:00,fraud_morissette plc,9.27,Kirby,OH,shopping_pos,shopping_pos
2019-07-01 01:32:00,fraud_tillman dickinson and labadie,72.42,Iselin,NJ,gas_transport,gas_transport
2019-07-01 01:32:00,fraud_dach nader,100.78,Grandview,TX,misc_net,misc_net
2019-07-01 01:33:00,fraud_schmeler inc,219.4,Goodrich,MI,misc_pos,misc_pos
2019-07-01 01:33:00,fraud_torphy goyette,85.66,Tyaskin,MD,shopping_pos,shopping_pos
2019-07-01 01:33:00,fraud_conroy cruickshank,42.87,Cardwell,MO,gas_transport,gas_transport
2019-07-01 01:33:00,fraud_bruen yost,6.33,Minnesota Lake,MN,misc_pos,misc_pos
2019-07-01 01:33:00,fraud_zboncak rowe and murazik,4.33,Mansfield,OH,shopping_net,shopping_net
2019-07-01 01:33:00,fraud_bahringer schoen and corkery,316.17,Luzerne,MI,shopping_pos,shopping_pos
2019-07-01 01:34:00,fraud_schaefer maggio and daugherty,57.72,Darien,GA,gas_transport,gas_transport
2019-07-01 01:34:00,fraud_bahringer osinski and block,94.82,Santa Monica,CA,food_dining,food_dining
2019-07-01 01:35:00,fraud_lockman ltd,30.36,Belgrade,MT,grocery_pos,grocery_pos
2019-07-01 01:35:00,fraud_prohaska murray,43.64,Freedom,WY,gas_transport,gas_transport
2019-07-01 01:35:00,fraud_deckow o conner,103.28,Harborcreek,PA,grocery_pos,grocery_pos
2019-07-01 01:36:00,fraud_herman treutel and dickens,40.52,West Sayville,NY,misc_net,misc_net
2019-07-01 01:36:00,fraud_greenholt jacobi and gleason,62.89,Westport,KY,gas_transport,gas_transport
2019-07-01 01:36:00,fraud_stamm rodriguez,31.57,Williams,IN,misc_pos,misc_pos
2019-07-01 01:37:00,fraud_kling ernser,45.87,Gibsonville,NC,entertainment,entertainment
2019-07-01 01:37:00,fraud_miller harris,93.74,Mc Cracken,KS,misc_net,misc_net
2019-07-01 01:38:00,fraud_schmitt ltd,108.71,Kings Bay,GA,misc_net,misc_net
2019-07-01 01:39:00,fraud_funk group,47.45,Walnut Ridge,AR,grocery_net,grocery_net
2019-07-01 01:39:00,fraud_corwin collins,58.38,Fields Landing,CA,gas_transport,gas_transport
2019-07-01 01:41:00,fraud_kuphal bartoletti,6.32,Comfrey,MN,misc_net,misc_net
2019-07-01 01:41:00,fraud_labadie treutel and bode,47.75,Paulding,OH,shopping_net,shopping_net
2019-07-01 01:41:00,fraud_conroy cruickshank,52.43,Cochranton,PA,gas_transport,gas_transport
2019-07-01 01:42:00,fraud_pfeffer llc,71.37,Lake Oswego,OR,grocery_net,grocery_net
2019-07-01 01:42:00,fraud_hermiston russel and price,20.1,West Palm Beach,FL,food_dining,food_dining
2019-07-01 01:43:00,fraud_brown plc,50.74,Oran,IA,misc_net,misc_net
2019-07-01 01:43:00,fraud_koss and sons,47.94,Andrews,IN,gas_transport,gas_transport
2019-07-01 01:43:00,fraud_pfeffer llc,8.55,San Antonio,TX,grocery_net,grocery_net
2019-07-01 01:44:00,fraud_o keefe hudson,88.38,Hawley,MN,grocery_pos,grocery_pos
2019-07-01 01:44:00,fraud_little gutmann and lynch,8.3,Port Gibson,NY,shopping_net,shopping_net
2019-07-01 01:44:00,fraud_rohan white and aufderhar,1.39,Saint James City,FL,misc_net,misc_net
2019-07-01 01:45:00,fraud_kutch llc,47.75,Nokomis,IL,gas_transport,gas_transport
2019-07-01 01:45:00,fraud_eichmann bogan and rodriguez,58.85,Belmond,IA,gas_transport,gas_transport
2019-07-01 01:45:00,fraud_pfeffer and sons,4.28,East Rochester,NY,shopping_pos,shopping_pos
2019-07-01 01:46:00,fraud_tromp kerluke and glover,24.75,Lake Oswego,OR,grocery_net,grocery_net
2019-07-01 01:46:00,fraud_heller langosh,79.77,Heidelberg,MS,gas_transport,gas_transport
2019-07-01 01:46:00,fraud_donnelly plc,56.09,Spearsville,LA,misc_net,misc_net
2019-07-01 01:47:00,fraud_morar inc,43.83,Harrodsburg,IN,grocery_net,grocery_net
2019-07-01 01:49:00,fraud_mosciski gislason and mertz,121.04,Egan,LA,grocery_pos,grocery_pos
2019-07-01 01:50:00,fraud_kovacek dibbert and ondricka,211.04,Jay,FL,grocery_pos,grocery_pos
2019-07-01 01:51:00,fraud_mohr bayer,17.88,Rhame,ND,shopping_net,shopping_net
2019-07-01 01:51:00,fraud_kling inc,38.91,Titusville,FL,gas_transport,gas_transport
2019-07-01 01:53:00,fraud_buckridge plc,26.64,Carroll,NE,misc_pos,misc_pos
2019-07-01 01:54:00,fraud_kemmer buckridge,6.65,Lowell,OR,misc_pos,misc_pos
2019-07-01 01:54:00,fraud_zboncak rowe and murazik,4.76,Corriganville,MD,shopping_net,shopping_net
2019-07-01 01:54:00,fraud_stokes christiansen and sipes,49.67,Mayersville,MS,grocery_net,grocery_net
2019-07-01 01:54:00,fraud_cummerata jones,39.77,Arcadia,MI,gas_transport,gas_transport
2019-07-01 01:55:00,fraud_conroy cruickshank,61.66,Greenview,CA,gas_transport,gas_transport
2019-07-01 01:56:00,fraud_parisian and sons,55.07,Issaquah,WA,gas_transport,gas_transport
2019-07-01 01:56:00,fraud_mraz herzog,70.12,North Washington,PA,gas_transport,gas_transport
2019-07-01 01:56:00,fraud_reichert shanahan and hayes,736.82,Dunlevy,PA,shopping_net,shopping_net
2019-07-01 01:56:00,fraud_terry huel,6.63,Schaumburg,IL,shopping_net,shopping_net
2019-07-01 01:57:00,fraud_ankunding llc,3.52,Parsonsfield,ME,shopping_net,shopping_net
2019-07-01 01:57:00,fraud_jast mcdermott,129.7,Shippingport,PA,shopping_pos,shopping_pos
2019-07-01 01:58:00,fraud_hermann and sons,5.06,Stillwater,OK,shopping_pos,shopping_pos
2019-07-01 01:58:00,fraud_bartoletti wunsch,73.73,Unionville,MO,gas_transport,gas_transport
2019-07-01 01:58:00,fraud_spinka inc,75.4,Phoenix,AZ,grocery_net,grocery_net
2019-07-01 01:58:00,fraud_gutmann ltd,61.92,Lonsdale,MN,grocery_net,grocery_net
2019-07-01 01:59:00,fraud_ortiz group,48.43,Muskegon,MI,grocery_net,grocery_net
2019-07-01 01:59:00,fraud_erdman kertzmann,72.15,Norwalk,CA,gas_transport,gas_transport
2019-07-01 02:00:00,fraud_hickle group,120.62,Atlantic,VA,shopping_pos,shopping_pos
2019-07-01 02:00:00,fraud_yost block and koepp,1.43,Blairsden-Graeagle,CA,misc_pos,misc_pos
2019-07-01 02:00:00,fraud_corwin gorczany,6.79,Lanark Village,FL,misc_net,misc_net
2019-07-01 02:01:00,fraud_kiehn emmerich,226.41,Ronceverte,WV,grocery_pos,grocery_pos
2019-07-01 02:01:00,fraud_gislason group,8.6,Prairie Hill,TX,misc_pos,misc_pos
2019-07-01 02:01:00,fraud_cartwright harris,141.15,Sturgis,MS,grocery_pos,grocery_pos
2019-07-01 02:02:00,fraud_torp labadie,63.13,Nelson,NE,gas_transport,gas_transport
2019-07-01 02:02:00,fraud_kerluke considine and macejkovic,165.73,Harrodsburg,IN,misc_net,misc_net
2019-07-01 02:02:00,fraud_prohaska murray,60.76,Jordanville,NY,gas_transport,gas_transport
2019-07-01 02:02:00,fraud_o keefe hudson,142.46,Emporium,PA,grocery_pos,grocery_pos
2019-07-01 02:02:00,fraud_hudson ratke,85.23,Kenner,LA,grocery_pos,grocery_pos
2019-07-01 02:03:00,fraud_kling inc,60.36,Hedley,TX,gas_transport,gas_transport
2019-07-01 02:03:00,fraud_schumm bauch and ondricka,119.63,Comfrey,MN,grocery_pos,grocery_pos
2019-07-01 02:04:00,fraud_raynor reinger and hagenes,57.11,Cord,AR,gas_transport,gas_transport
2019-07-01 02:06:00,fraud_bauch raynor,108.5,Shippingport,PA,grocery_pos,grocery_pos
2019-07-01 02:07:00,fraud_jenkins hauck and friesen,77.32,Ford,VA,gas_transport,gas_transport
2019-07-01 02:07:00,fraud_pacocha o reilly,86.76,Altair,TX,grocery_pos,grocery_pos
2019-07-01 02:08:00,fraud_schumm bauch and ondricka,154.75,Tyaskin,MD,grocery_pos,grocery_pos
2019-07-01 02:08:00,fraud_raynor feest and miller,85.91,Eagarville,IL,gas_transport,gas_transport
2019-07-01 02:08:00,fraud_schamberger o keefe,70.4,Warren,OH,grocery_pos,grocery_pos
2019-07-01 02:09:00,fraud_raynor feest and miller,62.31,Clarinda,IA,gas_transport,gas_transport
